Wall time,Step,Value
1716710121.093477,100,1.359425663948059
1716710129.188104,200,1.2938554286956787
1716710137.414827,300,0.8537138104438782
1716710145.601738,400,0.727520227432251
1716710153.888415,500,0.7625285387039185
1716710162.163216,600,0.779188871383667
1716710171.654712,700,0.5385136008262634
1716710180.736531,800,1.1537845134735107
1716710189.600779,900,0.6412891745567322
1716710198.357476,1000,0.8416726589202881
1716710208.099872,1100,0.6223392486572266
1716710216.340803,1200,0.5864377617835999
1716710224.706565,1300,0.6098890900611877
1716710233.565202,1400,0.5210121870040894
1716710242.297171,1500,0.6085520386695862
1716710250.827566,1600,0.554996907711029
1716710259.251795,1700,0.4176989197731018
1716710268.173868,1800,0.6455938816070557
1716710277.130524,1900,0.46323999762535095
1716710286.163994,2000,0.6281964182853699
1716710297.767677,2100,0.5128480195999146
1716710307.010863,2200,0.6268216967582703
1716710316.224688,2300,0.5505334734916687
1716710325.241668,2400,0.7990408539772034
1716710333.905513,2500,0.6234297156333923
1716710342.259487,2600,0.7473799586296082
1716710350.783214,2700,0.44333991408348083
1716710359.18428,2800,0.7063783407211304
1716710367.878577,2900,0.5404543876647949
1716710376.436375,3000,0.4290314316749573
1716710386.04721,3100,0.6626824140548706
1716710395.280431,3200,0.8024287819862366
1716710404.553717,3300,0.5535653233528137
1716710413.853463,3400,0.6218181252479553
1716710422.967718,3500,0.6532549262046814
1716710432.304732,3600,0.4858667850494385
1716710441.362038,3700,0.7248743772506714
1716710450.340457,3800,0.47923803329467773
1716710458.82375,3900,0.3851214647293091
1716710467.032426,4000,0.5546488761901855
1716710478.021522,4100,0.5286091566085815
1716710486.496658,4200,0.5751691460609436
1716710494.913253,4300,0.5514808893203735
1716710503.4565,4400,0.6486706137657166
1716710512.001454,4500,0.7666197419166565
1716710520.621891,4600,0.9596726894378662
1716710529.109657,4700,0.5572559833526611
1716710538.012248,4800,0.4523388147354126
1716710547.207963,4900,0.49577319622039795
1716710556.410864,5000,0.4753077030181885
1716710566.939765,5100,0.6481142044067383
1716710576.08156,5200,0.4023425579071045
1716710585.353132,5300,0.44171983003616333
1716710594.751092,5400,0.381708025932312
1716710603.824061,5500,0.6474980711936951
1716710612.520398,5600,0.41535866260528564
1716710621.012137,5700,0.4598367214202881
1716710629.693673,5800,0.7329779267311096
1716710638.156013,5900,0.7569862008094788
1716710646.58629,6000,0.6413042545318604
1716710655.902081,6100,0.6484586000442505
1716710664.138397,6200,0.5685731172561646
1716710672.495993,6300,0.3953837454319
1716710681.114512,6400,0.7137676477432251
1716710690.001893,6500,0.4837023615837097
1716710699.215274,6600,0.3999793529510498
1716710708.37502,6700,0.43831562995910645
1716710717.581111,6800,0.38712698221206665
1716710726.804373,6900,0.4403245449066162
1716710736.180194,7000,0.393970787525177
1716710746.882546,7100,0.3938465714454651
1716710755.883752,7200,0.5320492386817932
1716710764.371132,7300,0.428048700094223
1716710772.623794,7400,0.33673036098480225
1716710780.870899,7500,0.39065223932266235
1716710789.141165,7600,0.38266515731811523
1716710797.357465,7700,1.5097769498825073
